,Title,US_Gross,Worldwide_Gross,Production_Budget,Distributor,Release_Year
1083,Two Brothers,18947630.0,39925603.0,72000000.0,Universal,2004
1084,Cop Out,44875481.0,44875481.0,37000000.0,Warner Bros.,2010
1085,Two Lovers,3149034.0,11549034.0,12000000.0,Magnolia Pictures,2009
1086,2 For the Money,22991379.0,27848418.0,20000000.0,Universal,2005
1087,Secondhand Lions,42023715.0,47855342.0,30000000.0,New Line,2003
1088,Two Can Play That Game,22235901.0,22391450.0,13000000.0,Sony Pictures,2001
1089,Two Weeks Notice,93354918.0,199043309.0,60000000.0,Warner Bros.,2002
1090,300,210614939.0,456068181.0,60000000.0,Warner Bros.,2007
1091,30 Days of Night,39568996.0,75066323.0,30000000.0,Sony Pictures,2007
1092,Three Kings,60652036.0,107752036.0,48000000.0,Warner Bros.,1999
1093,3000 Miles to Graceland,15738632.0,18708848.0,62000000.0,Warner Bros.,2001
1094,3 Strikes,9821335.0,9821335.0,4000000.0,MGM,2000
1095,3:10 to Yuma,53606916.0,69791889.0,48000000.0,Lionsgate,2007
1096,40 Days and 40 Nights,37939782.0,95092667.0,17000000.0,Miramax,2002
1097,The 40 Year-old Virgin,109449237.0,177339049.0,26000000.0,Universal,2005
1098,Four Brothers,74494381.0,92494381.0,30000000.0,Paramount Pictures,2005
1099,Four Christmases,120146040.0,163546040.0,80000000.0,Warner Bros.,2008
1100,The Four Feathers,18306166.0,29882645.0,35000000.0,Paramount Pictures,2002
1101,The Fourth Kind,26218170.0,41826604.0,10000000.0,Universal,2009
1103,50 First Dates,120776832.0,196376832.0,75000000.0,Sony Pictures,2004
1104,Six-String Samurai,134624.0,134624.0,2000000.0,Palm Pictures,1998
1105,The 6th Day,34543701.0,96024898.0,82000000.0,Sony Pictures,2000
1106,Seven Pounds,69951824.0,166617328.0,54000000.0,Sony Pictures,2008
1107,88 Minutes,16930884.0,32955399.0,30000000.0,Sony Pictures,2008
1108,Eight Below,81612565.0,120612565.0,40000000.0,Walt Disney Pictures,2006
1109,Eight Legged Freaks,17266505.0,17266505.0,30000000.0,Warner Bros.,2002
1110,8 Mile,116724075.0,242924075.0,41000000.0,Universal,2002
1111,8 femmes,3076425.0,42376425.0,8000000.0,Focus Features,2002
1112,9,31749894.0,46603791.0,30000000.0,Focus Features,2009
1113,Nine Queens,1222889.0,12412889.0,1500000.0,Sony Pictures Classics,2002
1114,The Whole Ten Yards,16323969.0,26323969.0,30000000.0,Warner Bros.,2004
1115,The Whole Nine Yards,57262492.0,85262492.0,24000000.0,Warner Bros.,2000
1116,About a Boy,40803000.0,129949664.0,27000000.0,Universal,2002
1117,A Bug's Life,162798565.0,363109485.0,45000000.0,Walt Disney Pictures,1998
1118,Abandon,10719367.0,12219367.0,25000000.0,Paramount Pictures,2002
1119,Absolute Power,50068310.0,50068310.0,50000000.0,Sony Pictures,1997
1120,Tristram Shandy: A Cock and Bull Story,1253413.0,3061763.0,4750000.0,Picturehouse,2006
1121,Adoration,294244.0,294244.0,4000000.0,Sony Pictures Classics,2009
1122,Adaptation,22498520.0,22498520.0,18500000.0,Sony Pictures,2002
1123,Anything Else,3203044.0,13203044.0,18000000.0,Dreamworks SKG,2003
1124,Antwone Fisher,21078145.0,23367586.0,12500000.0,Fox Searchlight,2002
1125,Aeon Flux,25857987.0,47953341.0,55000000.0,Paramount Pictures,2005
1126,After the Sunset,28328132.0,38329114.0,57000000.0,New Line,2004
1127,A Good Year,7459300.0,42064105.0,35000000.0,20th Century Fox,2006
1128,Agora,599903.0,32912303.0,70000000.0,Newmarket Films,2010
1129,Air Bud,24646936.0,27555061.0,3000000.0,Walt Disney Pictures,1997
1130,Air Force One,172956409.0,315268353.0,85000000.0,Sony Pictures,1997
1131,Akeelah and the Bee,18848430.0,18948425.0,8000000.0,Lionsgate,2006
1132,All the King's Men,7221458.0,9521458.0,55000000.0,Sony Pictures,2006
1133,The Alamo,22406362.0,23911362.0,92000000.0,Walt Disney Pictures,2004
1134,All About the Benjamins,25482931.0,25873145.0,14000000.0,New Line,2002
1135,Albino Alligator,353480.0,353480.0,5000000.0,Miramax,1997
1136,Sweet Home Alabama,127214072.0,163379330.0,38000000.0,Walt Disney Pictures,2002
1137,Fat Albert,48114556.0,48563556.0,45000000.0,20th Century Fox,2004
1138,Alice in Wonderland,334191110.0,1023291110.0,200000000.0,Walt Disney Pictures,2010
1139,Alfie,13395939.0,35195939.0,40000000.0,Paramount Pictures,2004
1140,It's All Gone Pete Tong,120620.0,1470620.0,2000000.0,Matson,2005
1141,Ali,58183966.0,84383966.0,109000000.0,Sony Pictures,2001
1142,Alien: Resurrection,47795018.0,160700000.0,60000000.0,20th Century Fox,1997
1144,A Lot Like Love,21835784.0,47835784.0,25000000.0,Walt Disney Pictures,2005
1145,All the Pretty Horses,15527125.0,18120267.0,45000000.0,Miramax,2000
1146,Almost Famous,32522352.0,47371191.0,60000000.0,Dreamworks SKG,2000
1147,Evan Almighty,100289690.0,173219280.0,175000000.0,Universal,2007
1148,Bruce Almighty,242704995.0,485004995.0,81000000.0,Universal,2003
1149,All or Nothing,184255.0,184255.0,9000000.0,MGM,2002
1150,Alone in the Dark,5178569.0,8178569.0,20000000.0,Lionsgate,2005
1151,Alpha and Omega 3D,10115431.0,10115431.0,20000000.0,Lionsgate,2010
1152,Along Came a Spider,74058698.0,105159085.0,28000000.0,Paramount Pictures,2001
1153,The Dangerous Lives of Altar Boys,1779284.0,1779284.0,12000000.0,ThinkFilm,2002
1155,Alvin and the Chipmunks,217326974.0,360578644.0,55000000.0,20th Century Fox,2007
1156,Alex & Emma,14208384.0,15358583.0,30000000.0,Warner Bros.,2003
1157,Alexander,34297191.0,167297191.0,155000000.0,Warner Bros.,2004
1158,El Crimen de Padre,5719000.0,5719000.0,1800000.0,Goldwyn Entertainment,2002
1159,American Beauty,130058047.0,356258047.0,15000000.0,Dreamworks SKG,1999
1160,An American Carol,7013191.0,7013191.0,20000000.0,Vivendi Entertainment,2008
1161,American Dreamz,7314027.0,16510971.0,17000000.0,Universal,2006
1162,Amelia,14246488.0,19722782.0,40000000.0,Fox Searchlight,2009
1163,Le Fabuleux destin d'AmÈlie Poulain,33201661.0,174201661.0,10350000.0,Miramax,2001
1164,American History X,6719864.0,6719864.0,10000000.0,New Line,1998
1165,American Gangster,130164645.0,265697825.0,100000000.0,Universal,2007
1166,An American Haunting,16298046.0,27844063.0,14000000.0,Freestyle Releasing,2006
1167,Amistad,44212592.0,44212592.0,40000000.0,Dreamworks SKG,1997
1168,AimÈe & Jaguar,927107.0,927107.0,6800000.0,Zeitgeist,2000
1169,Amores Perros,5383834.0,20883834.0,2000000.0,Lionsgate,2001
1170,American Pie 2,145096820.0,286500000.0,30000000.0,Universal,2001
1171,American Wedding,104354205.0,126425115.0,55000000.0,Universal,2003
1172,American Pie,101800948.0,234800000.0,12000000.0,Universal,1999
1173,American Psycho,15070285.0,28674417.0,8000000.0,Lionsgate,2000
1174,American Splendor,6003587.0,7978681.0,2000000.0,Fine Line,2003
1175,America's Sweethearts,93607673.0,157627733.0,46000000.0,Sony Pictures,2001
1176,The Amityville Horror,65233369.0,108047131.0,18500000.0,MGM,2005
1177,Anacondas: The Hunt for the Blood Orchid,31526393.0,70326393.0,25000000.0,Sony Pictures,2004
1178,Anaconda,65598907.0,136998907.0,45000000.0,Sony Pictures,1997
1179,Anastasia,58403409.0,139801410.0,53000000.0,20th Century Fox,1997
1180,Anchorman: The Legend of Ron Burgundy,84136909.0,89366354.0,25000000.0,Dreamworks SKG,2004
1181,Angels & Demons,133375846.0,485975846.0,150000000.0,Sony Pictures,2009
1182,Angela's Ashes,13038660.0,13038660.0,25000000.0,Paramount Pictures,1999
1183,Angel Eyes,24044532.0,24044532.0,38000000.0,Warner Bros.,2001
1184,Anger Management,135560942.0,195660942.0,56000000.0,Sony Pictures,2003
1185,A Night at the Roxbury,30331165.0,30331165.0,17000000.0,Paramount Pictures,1998
1186,The Animal,55762229.0,55762229.0,22000000.0,Sony Pictures,2001
1187,Anna and the King,39251128.0,39251128.0,75000000.0,20th Century Fox,1999
1188,Analyze That,32122249.0,54994757.0,60000000.0,Warner Bros.,2002
1189,Analyze This,106885658.0,176885658.0,30000000.0,Warner Bros.,1999
1190,The Ant Bully,28142535.0,55181129.0,45000000.0,Warner Bros.,2006
1191,Antitrust,10965209.0,10965209.0,30000000.0,MGM,2001
1192,Marie Antoinette,15962471.0,60862471.0,40000000.0,Sony Pictures,2006
1193,Antz,90757863.0,152457863.0,60000000.0,Dreamworks SKG,1998
1194,Anywhere But Here,18653615.0,18653615.0,23000000.0,20th Century Fox,1999
1195,Appaloosa,20211394.0,26111394.0,20000000.0,Warner Bros.,2008
1196,Apocalypto,50866635.0,117785051.0,40000000.0,Walt Disney Pictures,2006
1198,The Apostle,20733485.0,21277770.0,5000000.0,October Films,1997
1199,Aquamarine,18597342.0,22978953.0,17000000.0,20th Century Fox,2006
1200,Ararat,1693000.0,1693000.0,15500000.0,Miramax,2002
1201,Are We There Yet?,82674398.0,97918663.0,20000000.0,Sony Pictures,2005
1202,Arlington Road,24419219.0,24419219.0,21500000.0,Sony Pictures,1999
1203,Armageddon,201578182.0,554600000.0,140000000.0,Walt Disney Pictures,1998
1204,Hey Arnold! The Movie,13684949.0,13684949.0,10000000.0,Paramount Pictures,2002
1205,Against the Ropes,5881504.0,6429865.0,39000000.0,Paramount Pictures,2004
1206,King Arthur,51877963.0,203877963.0,90000000.0,Walt Disney Pictures,2004
1207,Arthur et les Minimoys,15132763.0,110102340.0,80000000.0,Weinstein Co.,2006
1208,Artificial Intelligence: AI,78616689.0,235900000.0,90000000.0,Warner Bros.,2001
1209,The Art of War,30199105.0,30199105.0,40000000.0,Warner Bros.,2000
1210,Astro Boy,19551067.0,44093014.0,65000000.0,Summit Entertainment,2009
1211,A Serious Man,9228788.0,30710147.0,7000000.0,Focus Features,2009
1212,The Astronaut Farmer,11003643.0,11003643.0,13000000.0,Warner Bros.,2007
1213,As Good as it Gets,148478011.0,314111923.0,50000000.0,Sony Pictures,1997
1214,A Single Man,9176000.0,19112672.0,7000000.0,Weinstein Co.,2009
1215,A Simple Plan,16316273.0,16316273.0,17000000.0,Paramount Pictures,1998
1216,Assault On Precinct 13,20040895.0,36040895.0,30000000.0,Focus/Rogue Pictures,2005
1217,The Astronaut's Wife,10672566.0,10672566.0,34000000.0,New Line,1999
1218,The A-Team,77222099.0,176047914.0,110000000.0,20th Century Fox,2010
1219,At First Sight,22365133.0,22365133.0,40000000.0,MGM,1999
1221,ATL,21170563.0,21170563.0,17000000.0,Warner Bros.,2006
1222,Atlantis: The Lost Empire,84052762.0,186049020.0,90000000.0,Walt Disney Pictures,2001
1223,Hearts in Atlantis,24185781.0,30885781.0,31000000.0,Warner Bros.,2001
1224,Autumn in New York,37752931.0,90717684.0,40000000.0,MGM,2000
1225,Atonement,50980159.0,129425746.0,30000000.0,Focus Features,2007
1226,The Rules of Attraction,6525762.0,11799060.0,4000000.0,Lionsgate,2002
1227,August Rush,31664162.0,65627510.0,25000000.0,Warner Bros.,2007
1228,Across the Universe,24343673.0,29367143.0,45000000.0,Sony Pictures,2007
1229,Austin Powers: The Spy Who Shagged Me,206040085.0,309600000.0,35000000.0,New Line,1999
1230,Austin Powers in Goldmember,213117789.0,292738626.0,63000000.0,New Line,2002
1231,Austin Powers: International Man of Mystery,53883989.0,67683989.0,18000000.0,New Line,1997
1232,Australia,49551662.0,207482792.0,78000000.0,20th Century Fox,2008
1233,Auto Focus,2062066.0,2703821.0,7000000.0,Sony Pictures Classics,2002
1234,Avatar,760167650.0,2767891499.0,237000000.0,20th Century Fox,2009
1235,The Avengers,23385416.0,48585416.0,60000000.0,Warner Bros.,1998
1236,The Aviator,102608827.0,214608827.0,110000000.0,Miramax,2004
1237,AVP: Alien Vs. Predator,80281096.0,172543519.0,70000000.0,20th Century Fox,2004
1238,Around the World in 80 Days,24004159.0,72004159.0,110000000.0,Walt Disney Pictures,2004
1239,Awake,14373825.0,30757745.0,8600000.0,Weinstein Co.,2007
1240,And When Did You Last See Your Father?,1071240.0,2476491.0,8000000.0,Sony Pictures Classics,2008
1241,Away We Go,9451946.0,10108016.0,21000000.0,Focus Features,2009
1242,Don't Say a Word,54997476.0,104488383.0,50000000.0,20th Century Fox,2001
1243,Babe: Pig in the City,18319860.0,69131860.0,80000000.0,Universal,1998
1244,Babel,34302837.0,135302837.0,20000000.0,Paramount Vantage,2006
1245,Babylon A.D.,22532572.0,70216497.0,45000000.0,20th Century Fox,2008
1246,My Baby's Daddy,17321573.0,17322212.0,12000000.0,Miramax,2004
1247,Super Babies: Baby Geniuses 2,9109322.0,9109322.0,20000000.0,Sony Pictures,2004
1248,Baby Geniuses,27151490.0,27151490.0,13000000.0,Sony Pictures,1999
1249,Bad Boys II,138540870.0,272940870.0,130000000.0,Sony Pictures,2003
1250,Bad Company,30157016.0,69157016.0,70000000.0,Walt Disney Pictures,2002
1251,La mala educaciÛn,5211842.0,40311842.0,5000000.0,Sony Pictures Classics,2004
1252,Bad Lieutenant: Port of Call New Orleans,1702112.0,8162545.0,25000000.0,First Look,2009
1253,The Bad News Bears,32868349.0,33500620.0,35000000.0,Paramount Pictures,2005
1254,Burn After Reading,60355347.0,163415735.0,37000000.0,Focus Features,2008
1255,Bait,15325127.0,15471969.0,35000000.0,Warner Bros.,2000
1256,Boys and Girls,21799652.0,21799652.0,16000000.0,Miramax,2000
1257,Black and White,5241315.0,5241315.0,10000000.0,Sony Pictures,2000
1258,Bangkok Dangerous,15298133.0,46598133.0,45000000.0,Lionsgate,2008
1259,The Banger Sisters,30306281.0,38067218.0,10000000.0,20th Century Fox,2002
1260,Les invasions barbares,8460000.0,8460000.0,5000000.0,Miramax,2003
1261,Barney's Great Adventure,11156471.0,11156471.0,15000000.0,Polygram,1998
1262,Basic Instinct 2,5946136.0,35417162.0,70000000.0,Sony Pictures,2006
1263,Basic,26599248.0,42598498.0,50000000.0,Sony Pictures,2003
1264,Batman Begins,205343774.0,372353017.0,150000000.0,Warner Bros.,2005
1265,Battlefield Earth: A Saga of the Year 3000,21471685.0,29725663.0,80000000.0,Warner Bros.,2000
1266,The Dark Knight,533345358.0,1022345358.0,185000000.0,Warner Bros.,2008
1267,Bats,10155691.0,10155691.0,6500000.0,Sony/Columbia,1999
1268,The Battle of Shaker Heights,280351.0,280351.0,1000000.0,Miramax,2003
1269,Baby Boy,28734552.0,28734552.0,16000000.0,Sony Pictures,2001
1270,The Curious Case of Benjamin Button,127509326.0,329809326.0,160000000.0,Paramount Pictures,2008
1272,Bless the Child,29374178.0,40435694.0,40000000.0,Paramount Pictures,2000
1273,The Bachelor,21731001.0,36882378.0,21000000.0,New Line,1999
1274,The Broken Hearts Club: A Romantic Comedy,1744858.0,2022442.0,1000000.0,Sony Pictures Classics,2000
1275,Be Cool,55849401.0,94849401.0,75000000.0,MGM,2005
1276,Big Daddy,163479795.0,234779795.0,30000000.0,Sony Pictures,1999
1277,Bedazzled,37879996.0,90376224.0,48000000.0,20th Century Fox,2000
1278,Body of Lies,39394666.0,108394666.0,67500000.0,Warner Bros.,2008
1279,Blood Diamond,57377916.0,171377916.0,100000000.0,Warner Bros.,2006
1280,Mr. Bean's Holiday,33302167.0,229736344.0,25000000.0,Universal,2007
1281,Beautiful,3134509.0,3134509.0,9000000.0,Destination Films,2000
1282,Beavis and Butt-head Do America,63118386.0,63118386.0,12000000.0,Paramount Pictures,1996
1283,Bend it Like Beckham,32543449.0,76583333.0,5000000.0,Fox Searchlight,2003
1284,In the Bedroom,35930604.0,43430604.0,1700000.0,Miramax,2001
1285,Bee Movie,126631277.0,287594577.0,150000000.0,Paramount Pictures,2007
1286,Artie Lange's Beer League,475000.0,475000.0,2800000.0,Freestyle Releasing,2006
1287,Being John Malkovich,22858926.0,32382381.0,13000000.0,USA Films,1999
1288,Behind Enemy Lines,58855732.0,58855732.0,40000000.0,20th Century Fox,2001
1289,Bella,8093373.0,9220041.0,3300000.0,Roadside Attractions,2007
1290,Beloved,22852487.0,22852487.0,53000000.0,Walt Disney Pictures,1998
1291,Les Triplettes de Belleville,7301288.0,14440113.0,2000000.0,Sony Pictures,2003
1293,The Benchwarmers,59843754.0,64843754.0,35000000.0,Sony Pictures,2006
1294,The Last Airbender,131591957.0,290191957.0,150000000.0,Paramount Pictures,2010
1295,Beowulf,82195215.0,194995215.0,150000000.0,Paramount Pictures,2007
1296,The Importance of Being Earnest,8378141.0,8378141.0,15000000.0,Miramax,2002
1297,Beauty Shop,36351350.0,38351350.0,25000000.0,MGM,2005
1299,Big Fat Liar,47811275.0,52375275.0,15000000.0,Universal,2002
1300,Big Fish,66432867.0,123432867.0,70000000.0,Sony Pictures,2003
1301,Before Sunset,5792822.0,11293790.0,2000000.0,Warner Independent,2004
1302,The Big Hit,27066941.0,27066941.0,13000000.0,Sony Pictures,1998
1303,Birthday Girl,4919896.0,8130727.0,13000000.0,Miramax,2002
1304,The Big Lebowski,17498804.0,46189568.0,15000000.0,Gramercy,1998
1305,Big Momma's House,117559438.0,173559438.0,33000000.0,20th Century Fox,2000
1306,Black Hawk Down,108638745.0,173638745.0,95000000.0,Sony Pictures,2001
1307,Eye of the Beholder,16500786.0,18260865.0,15000000.0,Destination Films,2000
1308,The Big Bounce,6471394.0,6626115.0,50000000.0,Warner Bros.,2004
1309,Big Trouble,7262288.0,8488871.0,45000000.0,Walt Disney Pictures,2002
1310,Billy Elliot,21995263.0,109280263.0,5000000.0,Focus Features,2000
1311,Bicentennial Man,58220776.0,87420776.0,90000000.0,Walt Disney Pictures,1999
1312,Birth,5005899.0,14603001.0,20000000.0,New Line,2004
1313,Becoming Jane,18663911.0,37304637.0,16500000.0,Miramax,2007
1314,Bridget Jones: The Edge Of Reason,40203020.0,263894551.0,50000000.0,Universal,2004
1315,Bridget Jones's Diary,71500556.0,281527158.0,25000000.0,Miramax,2001
1316,The Bank Job,30060660.0,63060660.0,20000000.0,Lionsgate,2008
1317,Blade,70141876.0,131237688.0,45000000.0,New Line,1998
1319,Blast from the Past,26613620.0,26613620.0,35000000.0,New Line,1999
1320,Blade 2,81676888.0,154338601.0,54000000.0,New Line,2002
1321,Blade: Trinity,52397389.0,132397389.0,65000000.0,New Line,2004
1322,Blades of Glory,118594548.0,145594548.0,61000000.0,Paramount Pictures,2007
1323,The Blind Side,255959475.0,301759475.0,35000000.0,Warner Bros.,2009
1324,Blood Work,26199517.0,26199517.0,50000000.0,Warner Bros.,2002
1325,Zwartboek,4398392.0,4398392.0,22000000.0,Sony Pictures Classics,2007
1326,Black Christmas,16235738.0,16235738.0,9000000.0,MGM,2006
1327,Black Snake Moan,9396870.0,9396870.0,15000000.0,Paramount Vantage,2007
1329,Blindness,3073392.0,14542658.0,25000000.0,Miramax,2008
1330,"Legally Blonde 2: Red, White & Blonde",90639088.0,125339088.0,25000000.0,MGM,2003
1331,Legally Blonde,96493426.0,141743426.0,18000000.0,MGM,2001
1332,Blood and Wine,1083350.0,1083350.0,26000000.0,Fox Searchlight,1997
1333,Blow,52990775.0,83282296.0,30000000.0,New Line,2001
1334,Ballistic: Ecks vs. Sever,14294842.0,14294842.0,70000000.0,Warner Bros.,2002
1335,Blue Crush,40118420.0,51327420.0,30000000.0,Universal,2002
1336,Bamboozled,2185266.0,2373937.0,10000000.0,New Line,2000
1337,A Beautiful Mind,170708996.0,316708996.0,78000000.0,Universal,2001
1338,Big Momma's House 2,70165972.0,137047376.0,40000000.0,20th Century Fox,2006
1340,The Boondock Saints,30471.0,250000.0,7000000.0,Indican Pictures,2000
1342,Bandits,41523271.0,71523271.0,75000000.0,MGM,2001
1343,Bobby,11242801.0,20597806.0,14000000.0,MGM,2006
1344,The Book of Eli,94835059.0,146452390.0,80000000.0,Warner Bros.,2010
1345,Boogeyman,46752382.0,67192859.0,20000000.0,Sony/Screen Gems,2005
1346,Bolt,114053579.0,313953579.0,150000000.0,Walt Disney Pictures,2008
1347,The Other Boleyn Girl,26814957.0,72944278.0,40000000.0,Sony Pictures,2008
1348,The Bone Collector,66488090.0,151463090.0,48000000.0,Universal,1999
1349,Bones,7316658.0,8378853.0,10000000.0,New Line,2001
1350,Bon Voyage,2353728.0,8361736.0,20000000.0,Sony Pictures,2004
1351,Boogie Nights,26410771.0,43111725.0,15000000.0,New Line,1997
1352,Borat,128505958.0,261572744.0,18000000.0,20th Century Fox,2006
1353,The Bourne Identity,121468960.0,213300000.0,60000000.0,Universal,2002
1354,The Bourne Supremacy,176087450.0,288587450.0,85000000.0,Universal,2004
1355,The Bourne Ultimatum,227471070.0,442161562.0,130000000.0,Universal,2007
1356,The Borrowers,22619589.0,54045832.0,29000000.0,Polygram,1998
1357,My Boss's Daughter,15549702.0,15549702.0,14000000.0,Miramax/Dimension,2003
1358,Bounce,36779296.0,53399300.0,35000000.0,Miramax,2000
1359,Bowling for Columbine,21576018.0,58576018.0,3000000.0,MGM,2002
1360,Boys Don't Cry,11540607.0,20741000.0,2000000.0,Fox Searchlight,1999
1361,The Boy in the Striped Pyjamas,9030581.0,39830581.0,12500000.0,Miramax,2008
1362,Bulletproof Monk,23010607.0,23010607.0,52000000.0,MGM,2003
1363,Heartbreakers,40334024.0,57753825.0,38000000.0,MGM,2001
1364,Bride & Prejudice,6601079.0,22064531.0,7000000.0,Miramax,2005
1365,Beyond Borders,4426297.0,11427090.0,60000000.0,Paramount Pictures,2003
1366,Bride Wars,58715510.0,115150424.0,30000000.0,20th Century Fox,2009
1367,Breakfast of Champions,178287.0,178287.0,12000000.0,Walt Disney Pictures,1999
1368,Brigham City,852206.0,852206.0,1000000.0,Excel Entertainment,2001
1370,Bringing Out The Dead,16640210.0,16640210.0,32000000.0,Paramount Pictures,1999
1371,Breakdown,50159144.0,50159144.0,36000000.0,Paramount Pictures,1997
1372,Brooklyn's Finest,27163593.0,28319627.0,25000000.0,Overture Films,2010
1373,Brokeback Mountain,83043761.0,180343761.0,13900000.0,Focus Features,2005
1374,Breakin' All the Rules,12232382.0,12512317.0,9000000.0,20th Century Fox,2004
1375,The Break Up,118806699.0,202944203.0,52000000.0,Universal,2006
1376,An Alan Smithee Film: Burn Hollywood Burn,45779.0,45779.0,10000000.0,Walt Disney Pictures,1998
1378,Brooklyn Rules,458232.0,458232.0,8000000.0,Lionsgate,2007
1379,Boiler Room,16963963.0,28773637.0,9000000.0,New Line,2000
1380,The Brothers Solomon,900926.0,900926.0,10000000.0,Sony/Screen Gems,2007
1381,The Brothers,27457409.0,27958191.0,6000000.0,Sony Pictures,2001
1382,Brown Sugar,27362712.0,28315272.0,8000000.0,20th Century Fox,2002
1383,Bright Star,4444637.0,9469105.0,8500000.0,Apparition,2010
1384,Brother,450594.0,450594.0,12000000.0,Sony Pictures Classics,2001
1385,In Bruges,7800825.0,30782621.0,15000000.0,Focus Features,2008
1386,The Brown Bunny,366301.0,630427.0,10000000.0,WellSpring,2004
1387,Barbershop 2: Back in Business,65070412.0,65842412.0,18000000.0,MGM,2004
1388,Barbershop,75781642.0,77081642.0,12000000.0,MGM,2002
1389,Best in Show,18621249.0,20695413.0,6000000.0,Warner Bros.,2000
1390,Bad Santa,60060328.0,60063017.0,18000000.0,Miramax/Dimension,2003
1391,Inglourious Basterds,120831050.0,320389438.0,70000000.0,Weinstein Co.,2009
1392,Blue Streak,68208190.0,117448157.0,36000000.0,Sony Pictures,1999
1393,The Butterfly Effect,57924679.0,96046844.0,13000000.0,New Line,2004
1394,"O Brother, Where Art Thou",45506619.0,65976782.0,26000000.0,Walt Disney Pictures,2000
1395,Batman & Robin,107325195.0,238317814.0,125000000.0,Warner Bros.,1997
1396,Boat Trip,8586376.0,14933713.0,15000000.0,Artisan,2003
1397,Bubba Ho-Tep,1239183.0,1239183.0,1000000.0,Vitagraph Films,2003
1398,Bubble,145382.0,145382.0,1600000.0,Magnolia Pictures,2006
1399,Bubble Boy,5002310.0,5002310.0,13000000.0,Walt Disney Pictures,2001
1400,Buffalo '66,2380606.0,2380606.0,1500000.0,Lionsgate,1998
1401,Buffalo Soldiers,353743.0,353743.0,15000000.0,Miramax,2003
1402,Bulworth,26528684.0,29203383.0,30000000.0,20th Century Fox,1998
1403,W.,25534493.0,28575778.0,25100000.0,Lionsgate,2008
1404,Bowfinger,66458769.0,98699769.0,55000000.0,Universal,1999
1405,Bewitched,63313159.0,131413159.0,80000000.0,Sony Pictures,2005
1406,Barnyard: The Original Party Animals,72779000.0,116618084.0,51000000.0,Paramount Pictures,2006
1407,Beyond the Sea,6144806.0,7061637.0,24000000.0,Lionsgate,2004
1408,Cabin Fever,21158188.0,30553394.0,1500000.0,Lionsgate,2003
1409,CachÈ,3647381.0,17147381.0,8000000.0,Sony Pictures Classics,2005
1410,Cadillac Records,8138000.0,8138000.0,12000000.0,Sony Pictures,2008
1411,Can't Hardly Wait,25358996.0,25358996.0,10000000.0,Sony Pictures,1998
1412,Capote,28750530.0,46309352.0,7000000.0,Sony Pictures Classics,2005
1413,Sukkar banat,1060591.0,14253760.0,1600000.0,Roadside Attractions,2008
1414,Disney's A Christmas Carol,137855863.0,323743744.0,190000000.0,Walt Disney Pictures,2009
1415,The Rage: Carrie 2,17760244.0,17760244.0,21000000.0,MGM,1999
1416,Cars,244082982.0,461923762.0,70000000.0,Walt Disney Pictures,2006
1417,Cast Away,233632142.0,427230516.0,85000000.0,20th Century Fox,2000
1418,Catch Me if You Can,164606800.0,351106800.0,52000000.0,Dreamworks SKG,2002
1419,The Cat in the Hat,101018283.0,133818283.0,109000000.0,Universal,2003
1420,Cats Don't Dance,3588602.0,3588602.0,32000000.0,Warner Bros.,1997
1421,Catwoman,40202379.0,82102379.0,100000000.0,Warner Bros.,2004
1422,Cecil B. Demented,1276984.0,1953882.0,10000000.0,Artisan,2000
1423,The Country Bears,16988996.0,16988996.0,20000000.0,Walt Disney Pictures,2002
1424,Center Stage,17200925.0,17200925.0,18000000.0,Sony Pictures,2000
1425,The Corpse Bride,53359111.0,117359111.0,30000000.0,Warner Bros.,2005
1427,Connie & Carla,8047525.0,8047525.0,20000000.0,Universal,2004
1428,Collateral Damage,40048332.0,78353508.0,85000000.0,Warner Bros.,2002
1429,Crocodile Dundee in Los Angeles,25590119.0,39393111.0,25000000.0,Paramount Pictures,2001
1430,Celebrity,5078660.0,6200000.0,12000000.0,Miramax,1998
1431,The Cell,61280963.0,61280963.0,35000000.0,New Line,2000
1432,Cellular,32003620.0,45261739.0,45000000.0,New Line,2004
1433,City of Ember,7871693.0,11817059.0,38000000.0,20th Century Fox,2008
1434,Charlie and the Chocolate Factory,206459076.0,474459076.0,150000000.0,Warner Bros.,2005
1435,Catch a Fire,4299773.0,5699773.0,14000000.0,Focus Features,2006
1436,Charlie's Angels: Full Throttle,100814328.0,227200000.0,120000000.0,Sony Pictures,2003
1437,Charlie's Angels,125305545.0,263200000.0,90000000.0,Sony Pictures,2000
1439,Chicago,170687518.0,307687518.0,30000000.0,Miramax,2002
1440,Chicken Little,135386665.0,314432738.0,60000000.0,Walt Disney Pictures,2005
1441,Chicken Run,106793915.0,227793915.0,42000000.0,Dreamworks SKG,2000
1442,Cheaper by the Dozen,138614544.0,189714544.0,40000000.0,20th Century Fox,2003
1443,Cheaper by the Dozen 2,82571173.0,135015330.0,60000000.0,20th Century Fox,2005
1444,Cheri,2715657.0,2715657.0,23000000.0,Miramax,2009
1445,Chill Factor,11263966.0,11263966.0,34000000.0,Warner Bros.,1999
1446,Bride of Chucky,32404188.0,50692188.0,25000000.0,Universal,1998
1447,Seed of Chucky,17016190.0,24716190.0,29000000.0,Focus/Rogue Pictures,2004
1448,Children of Men,35552383.0,69450202.0,76000000.0,Universal,2006
